FoodID	Chapter	Food Name	Alcohol	Alpha-carotene	Alpha-tocopherol	Ash	Available carbohydrate by difference	"Available carbohydrate, FSANZ"	Available carbohydrates by weight	Available carbohydrates in monosaccharide equivalent	Beta-carotene	Beta-carotene equivalents	Beta-tocopherol	Caffeine	Calcium	"Carbohydrate by difference, FSANZ"	Cholesterol	Copper	Delta-tocopherol	Dietary folate equivalents	Dry matter	Edible portion	"Energy, total metabolisable (kcal)"	"Energy, total metabolisable (kcal, including dietary fibre)"	"Energy, total metabolisable (kJ)"	"Energy, total metabolisable (kJ, including dietary fibre)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)"	"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)"	"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)"	"Fat, total"	Fatty acid 18:3 omega-3	Fatty acid 20:5 omega-3	Fatty acid 22:5 omega-3	Fatty acid 22:6 omega-3	"Fatty acid cis, trans 18:2 omega-9, 11"	"Fatty acid cis,cis 18:2 omega-6"	"Fatty acids, total long chain polyunsaturated omega-3"	"Fatty acids, total monounsaturated"	"Fatty acids, total polyunsaturated"	"Fatty acids, total polyunsaturated omega-3"	"Fatty acids, total polyunsaturated omega-6"	"Fatty acids, total saturated"	"Fatty acids, total trans"	"Fibre, total dietary"	"Fibre, water-insoluble"	"Fibre, water-soluble"	"Folate food, naturally occurring food folates"	"Folate, total"	"Folic acid, synthetic folic acid"	Fructose	Gamma-tocopherol	Glucose	Iodide	Iron	Lactose	Magnesium	Maltose	Manganese	Niacin equivalents from tryptophan	"Niacin equivalents, total"	"Niacin, preformed"	"Nitrogen, total"	Phosphorus	Potassium	"Protein, total; calculated from total nitrogen"	Retinol	Riboflavin	Selenium	Sodium	"Starch, total"	Sucrose	"Sugars, total"	Thiamin	Total carbohydrate by difference	Total carbohydrates by summation	Tryptophan	"Vitamin A, retinol equivalents"	Vitamin B12	Vitamin B6	Vitamin C	Vitamin D; calculated by summation	"Vitamin E, alpha-tocopherol equivalents"	Water	Zinc	
FoodID	Chapter	Food Name	g/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	mg/100g	?g/100g	g/100g	%	kcal/100g	kcal/100g	kJ/100g	kJ/100g	kcal/100g	kJ/100g	kcal/100g	kJ/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	g/100g	?g/100g	?g/100g	?g/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	g/100g	mg/100g	g/100g	?g/100g	mg/100g	mg/100g	mg/100g	g/100g	mg/100g	mg/100g	g/100g	?g/100g	mg/100g	?g/100g	mg/100g	g/100g	g/100g	g/100g	mg/100g	g/100g	g/100g	mg/100g	?g/100g	?g/100g	mg/100g	mg/100g	?g/100g	mg/100g	g/100g	mg/100g	
D1008	D	"Breakfast cereal, mixed grain flakes, read to eat, Guardian, Kellogg's, fortified vitamins B1, B2, C & folate, & Fe"	0	3	0.4	2.6	60.4	62.9	62.9	68.52	3	4.5		0	25	60.4	0	0.31	0	546.06	94.7	100	299.6	342	1271.79	1441.39	344.83	1441.39	334.67	1398.9	1.2								0.4	0.4			0.3		21.2			15	333	318	0.9	0	0.8	0.69	10	0	76	1.1	3200	0.8	9.1	8.3	1.6	260	419	9.3	1	1.4	15	215	51.1	9	11.8	0.92	81.6	84.1		1.75	0	0.1	33.3	0	0.4	5.3	1.4	
D1012	D	"Breakfast cereal, mixed grain & oat bran, ready to eat, Weet-Bix Oat Bran, Sanitarium, fortified vitamins E & folate"	0	0	6.3	1.3	70.6	72.6	72.6	79.33	0	0		0	45	70.6	0	0.33	0	404.1	98.9	100	364.1	387.5	1544.3	1637.9	391.84	1637.9	383.71	1603.9	2.5								0.4	1.3			0.4		11.7			20	250	230	1.8	0	2.1	0.5	13	0	100	1.1	2600	3.2	8.9	5.7	2.2	290	331	12.8	0	0.98	14	304	65.8	1.8	6.8	1.08	82.3	84.3		0	0	0.31	0	0	6.3	1.1	2.6	
D1016	D	"Breakfast cereal, mixed grain & dried fruit, ready to eat, Special K, Forest Berries, Kellogg's, fortified vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn"	0	0	0.3	3	70.7	70.2	70.2	74.76	0	0		0	667	70.7	0	0.17	0	543.38	97	100	361.3	369.9	1534.4	1568.8	375.31	1568.8	377.34	1577.3	0.9								0.141	0.424			0.141		4.3			19	333	314	11.9	0	11.6	1.96	10	0	39	1.8	1417	2.2	10.5	8.3	3.07	162	190	18.1	0	1.4	15.9	335	44.5	0.4	25.7	0.92	75	74.5		0	0	1.3	0	0	0.3	3	1.6	
D1017	D	"Breakfast cereal, wheat grain puffed, ready to eat, Puffed Wheat, Sanitarium"	0	3	0.5	1.52	71.48	77.9	77.9	85.16	3	4.5		0	40	71.48	0	0.36	0	20	92.7	100	370.6	384	1573.3	1626.9	389.21	1626.9	363.1	1517.76	1.4								0.15	0.55			0.3		6.7			20	20	0	1.8	0	2.1	0.5	2.6	0	100	1.1	2700	2.3	4.43	2.13	1.99	310	300	11.6	0	0.12	9.1	6	71.2	1.7	6.7	0.06	78.18	84.6		0.75	0	0.22	0	0	0.5	7.3	2.4	
D1018	D	"Breakfast cereal, wheat bran pellets, ready to eat, San Bran, Sanitarium"	0	2	1.8	5.69	38.61	41.4	41.4	44.45	5	6		0	83.6	38.61	0	1.32	0	109	92.7	100	227.8	297	966.4	1243.2	297.42	1243.2	286.07	1195.77	1.4								0.102	0.742			0.3		34.6			109	109	0	0.55	4.3	1.81	0.5	9.1	0	341	4.17	7554	3.2	5.4	2.2	1.97	818	1020	12.4	0	0.7	14.1	870	21.9	12.97	19.5	0.34	73.21	76		1	0	1.01	0	0	2.23	7.3	4.6	
D1021	D	"Breakfast cereal, whole wheat & wheat bran flakes, read to eat, All Bran Honey Almond, Kellogg's, fortified vitamins B1, B2 , B3, B6 & folate, Fe, & Zn"	0	0	0.4	3.7	61	59.17	59.17	63.76	2	2		0	40	61	0	0.48	0	362.7	96.3	100	325.67	356.87	1377.86	1502.66	359.49	1502.66	366.94	1533.8	5								0.7	2.6			0.5		15.6			12	222	210	0.52		0.87	1	6.7	0	168	7.61	5500	3.2	8.8	5.6	1.74	340	580	11	0	1	15	325	34.1	16.07	25.07	1.22	76.6	74.77		0.33	0	0.9	0	0	0.4	3.7	6	
D1025	D	"Breakfast cereal, corn flakes, ready to eat, Frosties, Kellogg's, fortified vitamins B1, B2, B3, C, E & folate, Fe & Zn"	0	19	0.1	3.1	86.2	89.3	89.3	96.07	44	53.5		0	2	86.2	0	0.76	0	274.87	95.5	100	376.5	379.5	1600	1612	385.65	1612	373.04	1559.3	0.1								0	0			0		1.5			6	167	161	1	0	1	0.69	4	0	14	0	60	0.8	9.1	8.3	0.74	45	59	4.6	0	0.6	2	420	48	39.3	41.3	0.92	87.7	90.8		8.93	0	0.04	33.3	0	0.1	4.5	5.97	
D1026	D	"Breakfast cereal, mixed grain, ready to eat, Froot Loops, Kellogg's, fortified vitamins B1, B2, B3, C & folate, Fe & Zn"	0	3	0.4	2	85.5	85.5	85.5	91.97	8	9.5		0	78	85.5	0	0.09	0	266.16	97.8	100	381.1	385.9	1617.79	1636.99	391.63	1636.99	391.63	1637	1.5								0.25	0.25			0.5		2.4			19	167	148	0.09	0	0.11	0.69	10	0	23	0.44	560	0.8	9.1	8.3	1.1	64	110	6.4	2	1.4	5.9	470	44	40.86	41.5	0.92	87.9	87.9		3.59	0	0.04	33.3	0	0.4	2.2	6	
D1029	D	"Breakfast cereal, rice, puffed, ready to eat, Ricies, Sanitarium, fortified vitamins B1, B2 & B3, & Fe"	0	0	0.11	2.6	85.5	77.85	77.85	85.2	0	0		0	3.9	85.5	0	0.19	0	15	95.95	100	345.1	346.7	1465.3	1471.7	352.08	1471.7	383.19	1601.75	1.1								0.18	0.34			0.32		0.8	0.6	0.2	15	15	0	0.5	0	0.25	0.5	10	0.05	20	0.05	1000	0.9	15.4	14.5	1	84	99	5.95	0	0.62	2	890	69.8	7.2	8.05	1.47	86.3	78.65		0	0	0.26	0	0	0.11	4.05	1	
D1032	D	"Breakfast cereal, corn flakes & peanut, ready to eat, Crunchy Nut Corn Flakes, Kellogg's, fortified vitamins B1, B2, B3, C & folate, & Fe"	0	13	0.6	2.1	79.3	79.25	79.25	85.47	22	28.5		0	16	79.3	0	0.09		278.89	94.9	100	377.49	382.49	1600.22	1620.22	387.61	1620.22	387.82	1621.1	3.3								1.18	0.78			0.5		2.5			0	167	167	0.3		2.2	0.69	4	0	35	2	272	0.8	9.1	8.3	1.22	55	134	7.7	0	0.6	2	470	47.55	27.2	31.7	0.92	81.8	81.75		4.76	0	0.1	33.3	0	0.6	5.1	0.5	
D1035	D	"Breakfast cereal, whole wheat flakes, ready to eat, Weeties, Sanitarium"	0	0	0.25	2.4	72.43	61.5	61.5	67.62	14.6	14.6	0.1	0	27	72.43	0	0.38	0	34	96.6	100	312.4	328	1325.08	1387.48	331.93	1387.48	376.36	1573.2	2.1	0.018	0.002	0.002	0	0.02	0.153	0.006	0.494	0.201	0.024	0.157	1.162	0.02	7.8	7.8	0	34	34	0	0	0.02	0	0	3.2	0	117	0	3500	4.49	7.13	2.64	1.9	280	370	11.88	0	0.16	10	460	60.9	0.6	0.6	0	80.23	69.3	264	2.44	0	0.88	0	0	0.3	3.4	1.74	
D1036	D	"Breakfast cereal, muesli, ready to eat, Fruitful Breakfast, Hubbards"	0	0	0.56	1.3	66.05	59.7	59.7	63.15	31.9	31.9	0.02	0	45	66.05	0	0.27	0	23	94.1	100	381.8	393.8	1607.65	1655.65	396.09	1655.65	421.91	1763.6	12	0.413	0	0	0	0	2.581	0	5.082	2.994	0.413	2.581	3.258	0	6	5	1	23	23	0	11	0.05	11	1.8	2.5	0	86	0	2900	2.13	2.13	0	1.4	240	330	8.75	0	0.13	9	48	31.3	6.4	28.4	0.21	72.05	65.7	125	5.33	0	0.25	0	0	0.58	5.9	1.48	
D1037	D	"Breakfast cereals, mixed grains extruded, ready to eat, Nutri-Grain, Kellogg's, fortified vitamins B1, B2, B3, B6, C & folate, Ca & Fe"	0	0	0.16	2.4	66.89	67.8	67.8	72.78	18.3	18.3	0.07	0	310	66.89	0	0.26	0	247.1	96.1	100	385.15	388.55	1633.49	1647.09	394.04	1647.09	390.33	1631.6	2.7	0.04	0.002	0.002	0	0.002	0.916	0.004	0.704	0.966	0.045	0.92	0.392	0.006	1.7	1	0.7	30	160	130	0.5	0.01	0.5	5.7	9.3	0	35	0	1210	3.59	12.64	9.05	3.75	99	146	22.41	0	1.64	22	520	32.7	34.1	35.1	2.89	68.59	69.5	211	3.06	0	2.04	34.7	0	0.19	3.9	1.39	
D1038	D	"Breakfast cereal, rice, puffed, cocoa coated, ready to eat, Coco Pops, Kellogg's, fortified vitamins B1, B2, B3, C & folate, Ca, Fe & Zn"	0	0	0.09	2.4	86.95	84.4	84.4	90.88	2	2	0	4.4	370	86.95	0	0.32	0	668	97.3	100	369.68	372.28	1569.77	1580.17	378.03	1580.17	388.42	1623.6	1.1	0.005	0		0		0	0	0	0.005	0.005	0	0.721		1.3	1.2	0.1	0	400	400	0	0.01	0.5	0	11.6	0	37	0	1060	0.87	12.57	11.7	0.93	99	230	5.55	0	1.71	8	430	45.6	38.3	38.8	2.1	88.25	85.7	51	0.33	0	0.48	53.5	0	0.1	2.7	4.9	
D1041	D	"Breakfast cereals, rice puffed, cocoa coated, ready to eat, composite, fortified vitamins B1, B2, B3 & folate, & Fe"	0	0	0.09	1.7	86.25	80.1	80.1	86.24	2	2	0	7.2	10.3	86.25	0	0.32	0	851.7	95.8	100	351.58	354.18	1492.97	1503.37	359.66	1503.37	384.69	1608	1	0.004	0	0	0	0.001	0.115	0	0.253	0.122	0.004	0.117	0.455	0.003	1.3	1.2	0.1	0	510	510	1.4	0.01	1.5	0	8.9	0	37	0	1060	0.87	8.95	8.08	0.93	99	230	5.55	0	0.87	8	430	45.6	31.6	34.5	1.92	87.55	81.4	51	0.33	0	0.48	0	0	0.1	4.2	8.3	
D1042	D	"Breakfast cereals, mixed grain flakes, ready to eat, Special K, Original, Kellogg's, fortified vitamins B1, B2, B3, B6 & folate, & Fe"	0	0	0.13	3.1	70.79	64.3	64.3	69.95	4	4	0.05	0	780	70.79	0	0.33	0	591.1	96.8	100	348.82	353.82	1479.99	1499.99	358.85	1499.99	385.26	1610.4	2	0.071	0		0		0.702	0	0.232	0.772	0.071	0.702	0.553		2.5	2	0.5	40	370	330	0.8	0.01	0.6	1.6	11.6	0	49	1.8	2000	3.28	14.15	10.87	3.16	147	137	18.41	0	1.68	19	400	50.1	11	14.2	1.62	73.29	66.8	193	0.67	0	2.77	0	0	0.15	3.2	1.44	
D1043	D	"Breakfast cereal, mixed grain flakes, dried fruit, ready to eat, Just Right, Original Kellogg's, fortified vitamins B1, B2, B3 & folate, & Fe"	0	0	0.34	1.5	73.07	76.3	76.3	81.19	0	0	0.07	0	31	73.07	0	0.32	0	601.2	93.6	100	355.84	373.84	1509.69	1581.69	378.39	1581.69	365.24	1526.7	2.1	0.031	0.002	0.002	0	0.002	0.654	0.005	0.608	0.695	0.037	0.657	0.396	0.005	9	6.8	2.2	0	360	360	11.8	0.01	10.8	1.9	8.4	0	85	9.6	2500	1.56	8.2	6.64	1.36	191	450	7.93	0	1.28	10	30	44.1	0	32.2	1.43	82.07	85.3	92	0	0	0.78	0	0	0.36	6.4	1.3	
D1044	D	"Breakfast cereal, mixed grain flakes & dried fruit, assorted flavours, ready to eat, Light 'n' Tasty, Sanitarium, composite, fortified vitamins B1, B2, B3 & folate, Ca & Fe"	0	0	0.39	3.43	72.38	69.4	69.4	74.29	23.2	23.2	0.07	0	800	72.38	0	0.27	0	554.4	93.4	100	335.05	349.25	1420.07	1476.87	353.32	1476.87	365.44	1527.53	3.1	0.036	0.001	0.002	0	0.001	0.805	0.004	1.004	0.85	0.04	0.81	0.527	0.005	7.1	5.5	1.6	20	340	320	8.4	0.04	7.9	0	13.4	0	76	0	2100	1.29	4.76	3.47	1.27	520	310	7.39	0	3.39	8	280	44.7	8.4	24.7	0.86	79.48	76.5	76	3.87	0	0.6	2	0	0.42	6.6	1.32	
D1045	D	"Breakfast cereal, mixed grain clusters & nuts, assorted flavours, ready to eat, Cluster Crisp, Sanitarium, composite, fortified vitamins B1, B2, B3 & folate, & Fe"	0	0	1.89	1.4	69.54	56.8	56.8	61.33	22.2	22.2	0.11	0	26	69.54	0	0.28	0.01	122.39	96.5	100	372.3	382.5	1566.46	1607.26	384.51	1607.26	436.32	1823.8	12.65	0.054	0	0	0	0	2.188	0	7.051	2.253	0.054	2.2	2.497	0.012	5.1	3.8	1.3	28.7	84.8	56.1	1	0.17	1	0	5	0	73	0	2200	1.39	5.35	3.96	1.34	193	210	7.81	0	0.49	5	250	35.8	19	21	0.72	74.64	61.9	82	3.71	0	0.33	0	0	1.95	3.5	1.41	
D1046	D	"Breakfast cereal, wheat bran pellets, ready to eat, All Bran Original, Kellogg's, fortified vitamins B1, B2 & folate"	0	0	1.21	3.8	48.28	62.3	43.3	46.57	5	5	0.54	0	72	48.28	0	0.93	0.01	1305.8	97.8	100	257.39	314.99	1089.8	1320.2	315.84	1320.2	336.08	1404.8	3.3	0.124	0.003	0.003	0	0.003	1.496	0.011	0.498	1.64	0.135	1.502	0.514	0.005	28.8	25.8	3	70	810	740	1.8	0.01	1.2	6.7	7.7	0	290	0	12700	2.58	9.5	6.92	2.16	630	820	13.62	0	2.64	17	330	25.1	15.2	18.2	1.23	77.08	72.1	152	0.84	0	1.84	0	0	1.42	2.2	5.5	
D1047	D	"Breakfast cereal, muesli, ready to eat, Toasted Muesli Golden Oats & Fruit, Sanitarium"	0	0	1.28	2	60.69	60	60	63.96	14.4	14.4	0.21	0	42	60.69	0	0.38	0.01	29.1	95.9	100	404.84	424.84	1702.56	1782.56	426.45	1782.56	429.26	1794.3	14.4	0.956	0	0	0	0	2.964	0	5.438	3.92	0.956	2.964	2.474	0	10	7.5	2.5	29.1	29.1	0	8.5	0.48	8.1	3.4	3	0	107	0.8	3800	1.9	2.65	0.75	1.51	280	390	8.81	0	0.21	7	270	35.7	6.9	24.3	0.48	70.69	70	112	2.4	0	0.36	0.6	0	1.41	4.1	2.2	
D1048	D	"Breakfast cereal, muesli, ready to eat, Simply Toasted Muesli Apricot, Hubbards"	0	0	0.47	1.7	65.29	58.4	58.4	62.1	14.4	14.4	0.11	0	42	65.29	0	0.38	0.01	29.1	96.1	100	361.54	381.54	1523.66	1603.66	383.65	1603.66	411.67	1720.8	10.3	0.165	0	0	0	0	2.275	0	3.582	2.459	0.165	2.295	3.573	0.01	10	7.5	2.5	29.1	29.1	0	10.3	0.11	9.8	4.3	3	0	107	0.7	3800	1.9	2.65	0.75	1.51	280	390	8.81	0	0.21	7	19	35.7	1.9	22.7	0.48	75.29	68.4	112	2.4	0	0.36	0.9	0	0.52	3.9	2.2	
D1049	D	"Breakfast cereal, mixed grain flakes & dried fruit, ready to eat, Light 'n' Tasty, Apricot, Sanitarium, fortified vitamins B1, B2, B3, E & folate, Ca & Fe"	0	0	0.37	3.5	73.26	69.9	69.9	74.66	23.2	23.2	0.07	0	820	73.26	0	0.27	0	554.4	94.15	100	335.25	349.45	1421.17	1477.97	353.58	1477.97	367.26	1535.15	2.9	0.041	0.002	0.002	0	0.002	0.851	0.007	0.797	0.906	0.048	0.856	0.517	0.007	7.1	5.5	1.6	20	340	320	10.2	0.03	9.3	0	13.4	0	76	0	2100	1.29	4.76	3.47	1.27	530	310	7.39	0	3.39	8	320	44.7	5.7	25.2	0.86	80.36	77	76	3.87	0	0.33	2	0	0.4	5.85	1.32	
D1050	D	"Breakfast cereal, mixed grain flakes & dried fruit, ready to eat, Light 'n' Tasty, Berry, Sanitarium, fortified vitamins B1, B2, B3 & folate, Ca & Fe"	0	0	0.29	3.6	73.41	69.6	69.6	74.29	23.2	23.2	0.06	0	550	73.41	0	0.27	0.01	554.4	94.1	100	331.35	345.55	1404.97	1461.77	349.71	1461.77	365.22	1526.6	2.6	0.033	0	0.002	0	0	0.757	0.004	0.78	0.798	0.037	0.761	0.422	0.004	7.1	5.5	1.6	20	340	320	10.4	0.01	10.1	0	13.4	0	76	0	2100	1.29	4.76	3.47	1.27	420	310	7.39	0	3.39	8	230	44.7	4.4	24.9	0.86	80.51	76.7	76	3.87	0	0.33	2	0	0.31	5.9	1.32	
D1051	D	"Breakfast cereal, mixed grain flakes & dried fruit, ready to eat, Light 'n' Tasty, Peach & Raspberry, Sanitarium, fortified vitamins B1, B2, B3, E & folate, Ca & Fe"	0	0	0.51	3.2	72.96	67.6	67.6	72.83	23.2	23.2	0.08	0	620	72.96	0	0.27	0	554.4	94.45	100	334.15	348.35	1415.37	1472.17	352.19	1472.17	374.01	1563.35	3.8	0.03	0	0	0	0	0.74	0	1.509	0.773	0.03	0.743	0.644	0.003	7.1	5.5	1.6	20	340	320	4.3	0.08	3.4	0	13.4	0	76	0	2100	1.29	4.76	3.47	1.27	410	310	7.39	0	3.39	8	260	44.7	15.2	22.9	0.86	80.06	74.7	76	3.87	0	0.33	0	0	0.55	5.55	1.32	
D1052	D	"Breakfast cereal, mixed grain clusters & nuts, ready to eat, Cluster Crisp, Vanilla Almond, Sanitarium, fortified vitamins, B1, B2, B3 & folate, & Fe"	0	0	1.89	1.5	69.79	56.8	56.8	61.33	22.2	22.2	0.11	0	26	69.79	0	0.28	0.01	128.02	96.6	100	370.05	380.25	1557.21	1598.01	382.3	1598.01	435.12	1818.8	12.4	0.058	0	0	0	0	2.226	0	6.935	2.296	0.058	2.238	2.331	0.012	5.1	3.8	1.3	20.3	84.8	64.5	1	0.17	1	0	5	0	73	0	2200	1.34	5.3	3.96	1.34	193	210	7.81	0	0.49	5	250	35.8	19	21	0.72	74.89	61.9	79	3.71	0	0.33	0	0	1.95	3.4	1.41	
D1053	D	"Breakfast cereal, mixed grain clusters & nuts, ready to eat, Cluster Crisp, Manuka Honey with Roasted Cashew, Sanitarium, fortified B1, B2, B3 & folate, & Fe"	0	0	1.89	1.3	69.49	56.8	56.8	61.33	22.2	22.2	0.11	0	26	69.49	0	0.28	0.01	99.96	96.6	100	374.55	384.75	1575.71	1616.51	386.72	1616.51	438.33	1832.2	12.9	0.049	0	0	0	0	2.146	0	7.179	2.207	0.049	2.158	2.668	0.012	5.1	3.8	1.3	20.3	68	47.7	1	0.17	1	0	5	0	73	0	2200	1.45	5.41	3.96	1.34	193	210	7.81	0	0.49	5	250	35.8	19	21	0.72	74.59	61.9	85	3.71	0	0.33	0	0	1.95	3.4	1.41	
D1054	D	"Breakfast cereal, muesli, ready to eat, Toasted Strawberry and Rhubarb, Sanitarium"	0	0	0.55	1.6	63.09	55.9	55.9	60.16	14.4	14.4	0.08	0	42	63.09	0	0.38	0.01	29.1	95.2	100	364.14	384.14	1532.96	1612.96	385.87	1612.96	415.12	1735.2	11.7	0.803	0	0	0	0	2.409	0	4.74	3.211	0.803	2.409	2.903	0	10	7.5	2.5	29.1	29.1	0	3.3	0.26	3.1	4.1	3	0	107	0.6	3800	1.9	2.65	0.75	1.51	280	390	8.81	0	0.21	7	68	35.7	13.2	20.2	0.48	73.09	65.9	112	2.4	0	0.36	1	0	0.61	4.8	2.2	
D1055	D	"Breakfast cereal, muesli, ready to eat, Toasted Muesli Super Fruity, Sanitarium, fortified vitamin E"	0	0	1.15	1.5	63.49	64.8	64.8	68.6	14.4	14.4	0.08	0	42	63.49	0	0.38	0.01	29.1	93.6	100	382.64	402.64	1613.96	1693.96	405.25	1693.96	399.93	1671.7	9.8	0.293	0	0	0	0	2.475	0	4.148	2.777	0.293	2.484	1.604	0.009	10	7.5	2.5	29.1	29.1	0	12.6	0.36	11.9	3.4	3	0	107	1.2	3800	1.9	2.65	0.75	1.51	280	390	8.81	0	0.21	7	91	35.7	3.4	29.1	0.48	73.49	74.8	112	2.4	0	0.36	0.7	0	1.21	6.4	2.2	
D1056	D	"Breakfast cereal, whole grain wheat biscuit, ready to eat, Weet-Bix, Sanitarium, fortified, vitamins B1, B2, B3 & folate, & Fe"	0	0	0.56	1.95	65.97	58.4	58.4	64.13	0	0		0	32	65.97	0	0.4	0	587.8	93.45	100	304.44	325.84	1290.99	1376.59	329.33	1376.59	360.1	1505.2	2.3	0.071				0	0.96		0.298	1.033	0.071	0.962	0.035	0	10.7	8.2	2.5	20	360	340	0.5	0.05	0	0	15.4	0	117	0	4300	2	15.7	13.7	2.15	280	390	12.53	0	1.52	13	280	56.7	1.2	1.7	5.68	76.67	69.1		0	0	0.77	0	0	0.57	6.55	2.2	
D1057	D	"Breakfast cereal, cornflakes toasted, ready to eat, Skippy Cornflakes, Sanitarium, fortified vitamins B1, B2, B3 & folate & Fe"	0	22	0.08	1.75	82.05	76.2	76.2	83.29	71	82		0	9	82.05	0	0.05	0	563.78	95.9	100	346.5	353.1	1471	1497.4	358.23	1497.4	382.02	1596.85	1.3								0.125	0.5			0.1		3.3	3.2	0.1	6	340	334	1.7	0.11	1.7	0	11.2	0	12.7	0	106	0.02	12.32	12.3	1.2	53	105	7.5	0	0.63	2	610	68.9	3.9	7.3	1.67	85.35	79.5	0.9	13.69	0	0.5	0	0	0.09	4.1	2.7	
D22	D	"Porridge, prepared with water, salt added"	0	0		1	7.28	8.2	8.2	9.02	0	0		0	7	7.28	0	0.03		4	12.6	100	48.76	52.16	205.87	219.47	52.5	219.47	48.78	203.9	1.1								0.39	0.44			0.17		1.7			4	4	0	0		0	0.15	0.5	0	18	0	460	0.35	0.45	0.1	0.26	47	46	1.52	0	0.01	0	160	8.2	0	0	0.06	8.98	9.9	20.8	0	0	0.01	0	0	0.21	87.4	0.4	
D40	D	"Breakfast cereal, whole grain wheat, extruded, ready to eat, Mini-Wheats Blackcurrant Flavour, Kellogg's, fortified vitamins B1, B2, B3 & folate"	0	0		1.2	71.82	73.68	73.68	79.89	0	0		0	60	71.82	0	0.3		379.31	91.7	100	338.96	356.96	1439.19	1511.19	361.53	1511.19	353.95	1479.5	1.1								0.1	0.5			0.1		9			57	250	193	5.7		5.2	0.5	3.1	0	91	0.57	2320	1.6	9.9	8.3	1.48	251	424	8.58	0	1.4	0	8	61.45	0.76	12.23	0.92	80.82	82.68		0	0	0.9	0	0	0.9	8.3	1.8	
D42	D	"Breakfast cereal, rice, puffed, ready to eat, Rice Bubbles, Kellogg's, fortified vitamins B1, B2 & B3, C & folate, Fe & Zn"	0	0		3.1	83.63	82.09	82.09	89.71	0	0		0	7	83.63	0	0.14		274.87	96.7	100	364.94	369.34	1549.62	1567.22	374.93	1567.22	381.2	1593.4	1.1								0.47	0.23			0.23		2.2			6	167	161	0.7		1	0.8	10	0	49	0.1	1310	1.4	9.7	8.3	1.15	99	104	6.67	0	1.4	0	1030	71.91	8.38	10.18	0.92	85.83	84.29		0	0	1.8	33.3	0	0.13	3.3	6	
D43	D	"Breakfast cereal, wheat bran flakes & dried fruit, assorted flavours, ready to eat, Sultana Bran, Kellogg's, fortified vitamins B1, B2, B3, B6 & folate, Fe & Zn"	0	0		2.9	58.98	63.89	63.89	67.77	0	0		0	53	58.98	0	0.4		332.55	92.2	100	306.85	345.85	1302.1	1458.1	348.83	1458.1	328.85	1374.6	1.6								0.4	0.23			0.4		19.5			57	222	165	15		3	1	6.7	0	142	1.7	3090	2	7.6	5.6	1.59	399	696	9.22	0	1	0	663	31.72	12.47	32.17	0.61	78.48	83.39		0	0	0.9	0	0	0.91	7.8	4	
D44	D	"Breakfast cereal, mixed grain flakes, dried fruit, ready to eat, Sustain, Kellogg's, fortified vitamins B1, B2, B3, B6, C & folate, & Fe"	0	0		5.4	67.22	68.1	68.1	74.04	0	0		0	45	67.22	0	0.32		366.72	92	100	331.94	347.94	1407.23	1471.23	351.97	1471.23	348.37	1456.2	2.8								1.04	0.72			0.4		8			6	222	216	0.4		0.6	1.06	6.7	0	101	0.4	1630	2.8	8.4	5.6	1.48	525	338	8.58	0	1	0	97	51.7	15	16.4	1.22	75.22	76.1		0	0	0.9	22.2	0	1.8	8	0.9	
D64	D	"Breakfast cereal, corn, extruded, ready to eat, Crispix Honey, Kellogg's, fortified vitamins B1, B2, B3 & folate"	0	0		5.4	81.74	78.01	78.01	84.3	0	0		0	12	81.74	0	0.19		274.87	96.3	100	349.1	353.5	1481.38	1498.98	358.61	1498.98	373.76	1562.3	1.84								0.2	1			0.4		2.2			6	167	161	2.25		1.95	0.11	1.6	0	45	0	230	1.8	13.3	11.5	0.82	91	230	5.13	3	2.1	0	460	51.91	21.9	26.1	1.95	83.94	80.21		3	0	0.16	0	0	0	3.7	0.82	
D8	D	"Porridge, prepared with milk, salt added"	0			1.8	11.82	12.7	12.7	13.75		36		0	120	11.82	14	0.03		7	25.2	100	115.83	119.23	485.89	499.49	119.49	499.49	115.91	484.5	5.1								1.376	0.378			2.891		1.7			7	7	0	0		0	5.17	0.6	4.5	29	0	460	1.1	1.3	0.2	0.77	140	190	4.78	50	0.17	0	620	8.2	0	4.5	0.1	13.52	14.4		56.01	0	0.06	1.3	0	0.29	74.8	0.8	
